severity,suspected_dns_source_ip,dns_resolver_ip,base_domain,total_queries_peak_window,unique_queries_peak_window,suspicious_long_label_queries,unique_suspicious_subdomains,threshold,window_seconds,window_start,window_end,dns_response_codes,attack_reference,classification_note
High,192.168.16.132,192.168.16.131,All domains,255,253,250,250,50,300,2026-05-26 21:33:49,2026-05-26 21:35:33,NOERROR=255,T1048.003 - Exfiltration Over Alternative Protocol: DNS,DNS tunneling-like anomaly; exfiltration not confirmed
